index,original,cleaned,enriched,street,suburb,state,postcode,station_name,operator,latitude,longitude,original_components,enriched_components,component_gain,original_length,enriched_length,length_gain
913,"Mulgoa Rd & Wolseley St, Sydney, 2750","Mulgoa Road & Wolseley Street, Sydney NSW 2750",Wolseley Street Jamisontown New South Wales 2750,Wolseley Street,Jamisontown,New South Wales,2750.0,,Tesla,-33.76959064,150.6717908,7,7,0,37,48,11
833,"Cnr Herring & Waterloo Rd, North Ryde NSW 2113","Cnr Herring & Waterloo Road, North Ryde NSW 2113",197-201 Herring Road Macquarie Park New South Wales 2113,197-201 Herring Road,Macquarie Park,New South Wales,2113.0,,Evie,-33.776893,151.122247,9,9,0,46,56,10
868,"Hassall Street & James Rouse Drive, Sydney, 2142","Hassall Street & James Rouse Drive, Sydney NSW 2142",113 Hassall Street Rosehill New South Wales 2142,113 Hassall Street,Rosehill,New South Wales,2142.0,,BP,-33.81968873,151.0213023,8,8,0,48,48,0
903,"Merewether St & Wharf Rd, Newcastle , 2300","Merewether Street & Wharf Road, Newcastle NSW 2300",21 Merewether Street Newcastle New South Wales 2300,21 Merewether Street,Newcastle,New South Wales,2300.0,,Tesla,-32.92522927,151.7732092,8,8,0,42,51,9
832,"Cnr Elara Bvd &, Northbourne Dr, Sydney, 2765","Cnr Elara Bvd &, Northbourne Drive, Sydney NSW 2765",Wimlah Glade Marsden Park New South Wales 2765,Wimlah Glade,Marsden Park,New South Wales,2765.0,,Evie,-33.69514919,150.8213664,8,8,0,45,46,1
256,"1985 Camden Valley Way, Prestons NSW 2170","1985 Camden Valley Way, Prestons NSW 2170",Corfield Road Prestons New South Wales 2170,Corfield Road,Prestons,New South Wales,2170.0,,Evie,-33.95224765,150.8557529,7,7,0,41,43,2
414,"3 Bowden Way
Beresfield NSW 2322
Australia","3 Bowden Way, Beresfield NSW 2322",Bowden Way Beresfield New South Wales 2322,Bowden Way,Beresfield,New South Wales,2322.0,Thynk Beresfield,Non-networked,-32.8026234,151.6332904,7,7,0,42,42,0
1285,"Lockhart Rd
Tooleybuc NSW 2736
Australia","Lockhart Road, Tooleybuc NSW 2736",Lockhart Road New South Wales 2736,Lockhart Road,,New South Wales,2736.0,,Non-networked,-34.9966694,143.3321113,6,6,0,40,34,-6
1310,"18 Diggings Ter
Thredbo NSW 2625
Australia","18 Diggings Ter, Thredbo NSW 2625",1 Diggings Terrace New South Wales 2625,1 Diggings Terrace,,New South Wales,2625.0,Sydney Ski Club,EVUp,-36.5070831,148.3012364,7,7,0,42,39,-3
1366,"2 The Corso
Gorokan NSW 2263
Australia","2 The Corso, Gorokan NSW 2263",The Corso Gorokan New South Wales 2263,The Corso,Gorokan,New South Wales,2263.0,Bridgeview Motel,Exploren,-33.2597527,151.516506,7,7,0,38,38,0
1772,"Cullinga Rd
Wallendbeen NSW 2588
Australia","Cullinga Road, Wallendbeen NSW 2588",Cullinga Road New South Wales 2590,Cullinga Road,,New South Wales,2590.0,Wallendbeen Park Farm,Exploren,-34.5615547,148.1710149,6,6,0,42,34,-8
1760,"Budden St
Rockley NSW 2795
Australia","Budden Street, Rockley NSW 2795",Budden Street New South Wales 2795,Budden Street,,New South Wales,2795.0,Bathurst Regional Council,Exploren,-33.6897651,149.5663856,6,6,0,36,34,-2
877,"Horderns Rd, Bowral, 2576","Horderns Road, Bowral NSW 2576",Bowral New South Wales,,Bowral,New South Wales,,,Porsche Smart Mobility,-34.49890695,150.4816156,4,4,0,25,22,-3
864,"Griffith St, Tweed Heads, 2485","Griffith Street, Tweed Heads NSW 2485",Stuart Street Coolangatta Queensland 4225,Stuart Street,Coolangatta,Queensland,4225.0,,Chargefox,-28.16872577,153.5430551,5,5,0,30,41,11
916,"NARELLAN RD CNR MAXWELL PL, Sydney, 2567","Narellan Road Cnr Maxwell Place, Sydney NSW 2567",Narellan Road Narellan New South Wales 2567,Narellan Road,Narellan,New South Wales,2567.0,,Ampol,-34.04010015,150.7435405,7,7,0,40,43,3
1118,"1 Biripi Wy, Taree South NSW 2430","1 Biripi Wy, Taree South NSW 2430",Biripi Way Taree New South Wales 2430,Biripi Way,Taree,New South Wales,2430.0,Mid Coast Council,Non-networked,-31.9341846,152.4649828,7,7,0,33,37,4
1079,"Bp Rydalmere, 265 Victoria Rd, Rydalmere, NSW, 2116, Australia","Bp Rydalmere, 265 Victoria Road, Rydalmere NSW 2116",898-902 Victoria Road West Ryde New South Wales 2114,898-902 Victoria Road,West Ryde,New South Wales,2114.0,,BP Australia ,-33.8118926,151.0947271,9,9,0,62,52,-10
1196,"100 Centennial Cirt
Byron Bay NSW 2481
Australia","100 Centennial Cirt, Byron Bay NSW 2481",Centennial Circuit Byron Bay New South Wales 2481,Centennial Circuit,Byron Bay,New South Wales,2481.0,Stone & Wood Brewery Byron Bay,Non-networked,-28.6373442,153.5806246,8,8,0,48,49,1
1238,"3 Bowden Way
Beresfield NSW 2322
Australia","3 Bowden Way, Beresfield NSW 2322",Bowden Way Beresfield New South Wales 2322,Bowden Way,Beresfield,New South Wales,2322.0,THYNK Cafe + Bar,Non-networked,-32.8032274,151.6327583,7,7,0,42,42,0
806,"Banyandah St, South Durras, 2536","Banyandah Street, South Durras NSW 2536",Banyandah Street New South Wales,Banyandah Street,,New South Wales,,,Chargefox,-35.66760265,150.2992292,5,5,0,32,32,0
805,"B640 Princes Hwy, Jaspers Brush, 2535","B640 Princes Highway, Jaspers Brush NSW 2535",Princes Highway New South Wales 2535,Princes Highway,,New South Wales,2535.0,,Tesla,-34.80908213,150.6371221,6,6,0,37,36,-1
1513,"36 Telopea Way
Orange NSW 2800
Australia","36 Telopea Way, Orange NSW 2800",Telopea Way Bletchington New South Wales 2800,Telopea Way,Bletchington,New South Wales,2800.0,Orange Waratah Sports Club ,Exploren,-33.2492129,149.1016696,7,7,0,40,45,5
1762,"Burkinshaw St
Barooga NSW 3644
Australia","Burkinshaw Street, Barooga NSW 3644",Burkinshaw Street New South Wales 3644,Burkinshaw Street,,New South Wales,3644.0,Berrigan Shire,Non-networked,-35.9066869,145.6880429,6,6,0,40,38,-2
1774,"Davis St
Currabubula NSW 2342
Australia","Davis Street, Currabubula NSW 2342",Davis Street New South Wales 2342,Davis Street,,New South Wales,2342.0,Currabubula Recreation Grounds,Exploren,-31.2621086,150.7363082,6,6,0,39,33,-6
1653,"67-71 Bulahdelah Way
Bulahdelah NSW 2423
Australia","67-71 Bulahdelah Way, Bulahdelah NSW 2423",Booloombayt Lane Bulahdelah New South Wales 2423,Booloombayt Lane,Bulahdelah,New South Wales,2423.0,Bulahdelah Motor Lodge,Non-networked,-32.4092056,152.2106639,7,7,0,50,48,-2
852,"f 419 Hinterland Wy, Knockrow , 2479","F 419 Hinterland Wy, Knockrow NSW 2479",Hinterland Way New South Wales 2479,Hinterland Way,,New South Wales,2479.0,,Tesla,-28.74953958,153.5347227,7,6,-1,36,35,-1
836,"Cnr Trafalgar St & Pembroke St, Sydney, 2024","Cnr Trafalgar Street & Pembroke Street, Sydney NSW 2024",Trafalgar Street Bronte New South Wales 2024,Trafalgar Street,Bronte,New South Wales,2024.0,,Chargefox,-33.90722527,151.2647708,8,7,-1,44,44,0
1783,"Gradys Creek Rd
Gradys Creek NSW 2474
Australia","Gradys Creek Road, Gradys Creek NSW 2474",Gradys Creek Road New South Wales 2474,Gradys Creek Road,,New South Wales,2474.0,Ripples on the Creek,Exploren,-28.4367634,152.9589563,8,7,-1,47,38,-9
925,"Pacific Hwy Cnr, 13-15 Costa Ave, Charmhaven NSW 2263","Pacific Highway Cnr, 13-15 Costa Avenue, Charmhaven NSW 2263",Costa Avenue San Remo New South Wales 2262,Costa Avenue,San Remo,New South Wales,2262.0,,Ampol,-33.2179895,151.5103011,9,8,-1,53,42,-11
831,"Cnr Dunheved Rd & Henry Lawson Dr, Werrington, NSW, 2747","Cnr Dunheved Road & Henry Lawson Drive, Werrington NSW 2747",11 Dunheved Road Werrington County New South Wales 2747,11 Dunheved Road,Werrington County,New South Wales,2747.0,,Ampol,-33.7463077,150.7413197,10,9,-1,56,55,-1
835,"Cnr Miller & Amherst St, Cammeray NSW 2062","Cnr Miller & Amherst Street, Cammeray NSW 2062",Amherst Street Cammeray New South Wales 2062,Amherst Street,Cammeray,New South Wales,2062.0,,Evie,-33.82301829,151.2093468,8,7,-1,42,44,2
1858,"1056 Alpine Way
Crackenback NSW 2627
Australia","1056 Alpine Way, Crackenback NSW 2627",Alpine Way New South Wales 2627,Alpine Way,,New South Wales,2627.0,Pender Lea Chalets,Chargefox,-36.4425676,148.4989131,7,6,-1,46,31,-15
1798,"Thornton Library
Taylor Avenue
Thornton NSW 2322
Australia","Thornton Library, Taylor Avenue, Thornton NSW 2322",Taylor Avenue Thornton New South Wales 2322,Taylor Avenue,Thornton,New South Wales,2322.0,Thornton Library,Exploren,-32.777545,151.6403604,8,7,-1,58,43,-15
1654,"679 Woomargama Way
Woomargama NSW 2644
Australia","679 Woomargama Way, Woomargama NSW 2644",Woomargama Way New South Wales 2644,Woomargama Way,,New South Wales,2644.0,Woomargama Village Hotel Motel,EVUp,-35.8332433,147.2484602,7,6,-1,48,35,-13
580,"490 Macleay Valley Way, South Kempsey, 2440","490 Macleay Valley Way, South Kempsey NSW 2440",Macleay Valley Way New South Wales,Macleay Valley Way,,New South Wales,,,Exploren,-31.11738843,152.8269229,7,6,-1,43,34,-9
1341,"2 Blue Marlin Ct
Eden NSW 2551
Australia","2 Blue Marlin Ct, Eden NSW 2551",Princes Highway Eden New South Wales 2551,Princes Highway,Eden,New South Wales,2551.0,Eden Motel,Elanga,-37.0509798,149.901281,8,7,-1,40,41,1
1773,"Cygnet Ave
Shellharbour City Centre NSW 2529
Australia","Cygnet Avenue, Shellharbour City Centre NSW 2529",Shellharbour City Centre New South Wales 2529,,Shellharbour City Centre,New South Wales,2529.0,Shellharbour City Council,Chargefox,-34.565502,150.8334516,8,7,-1,54,45,-9
1804,"Wilson St
The Rock NSW 2655
Australia","Wilson Street, The Rock NSW 2655",Wilson Street New South Wales 2655,Wilson Street,,New South Wales,2655.0,Lockhart Shire Council,Exploren,-35.2666661,147.11016,7,6,-1,37,34,-3
822,"Car park, Little Hoskins St, Temora, NSW 2666","Car Park, Little Hoskins Street, Temora NSW 2666",Apsley Street Walcha New South Wales 2354,Apsley Street,Walcha,New South Wales,2354.0,,NRMA,-30.9827002,151.5928644,8,7,-1,45,41,-4
820,"Car Park behind the Civic Centre, Orange, 2800","Car Park Behind The Civic Centre, Orange NSW 2800",March Street Bowen New South Wales 2800,March Street,Bowen,New South Wales,2800.0,,NRMA,-33.28142647,149.1027898,8,7,-1,46,39,-7
1016,"West Ryde Marketplace
14 Anthony Rd, West Ryde NSW 2114","West Ryde Marketplace, 14 Anthony Road, West Ryde NSW 2114",14 Anthony Road West Ryde New South Wales 2114,14 Anthony Road,West Ryde,New South Wales,2114.0,,Fast Cities A,-33.8064638,151.0883017,10,9,-1,55,46,-9
1210,"170 Fernleigh Clos
Windellama NSW 2580
Australia","170 Fernleigh Clos, Windellama NSW 2580",Fernleigh Close New South Wales 2580,Fernleigh Close,,New South Wales,2580.0,Hobby Sheep Farm,Non-networked,-35.02389,149.8294783,7,6,-1,48,36,-12
1091,"Bp Normanhurst, 155 Pennant Hills Rd, Normanhurst NSW 2076, Australia","Bp Normanhurst, 155 Pennant Hills Road, Normanhurst NSW 2076",155 Pennant Hills Road Normanhurst New South Wales 2076,155 Pennant Hills Road,Normanhurst,New South Wales,2076.0,,BP Australia ,-33.7245,151.0901,10,9,-1,69,55,-14
1083,"Bp Moorebank, 226/228 Newbridge Rd, Moorebank NSW 2170","Bp Moorebank, 226/228 Newbridge Road, Moorebank NSW 2170",Newbridge Road Moorebank New South Wales 2170,Newbridge Road,Moorebank,New South Wales,2170.0,,BP Australia ,-33.9293332,150.9532015,8,7,-1,54,45,-9
1058,"Bp Dundas, 256 Kissing Point Rd, Dundas Valley NSW 2117, Australia","Bp Dundas, 256 Kissing Point Road, Dundas Valley NSW 2117",256 Kissing Point Road Dundas Valley New South Wales 2117,256 Kissing Point Road,Dundas Valley,New South Wales,2117.0,,BP Australia ,-33.7989253,151.0543765,11,10,-1,66,57,-9
818,"Camden Valley Way &, Somerset Ave, Narellan NSW 2567","Camden Valley Way &, Somerset Avenue, Narellan NSW 2567",Camden Valley Way Narellan New South Wales 2567,Camden Valley Way,Narellan,New South Wales,2567.0,,Evie,-34.0397301,150.7385139,9,8,-1,52,47,-5
1340,"2 Biripi Way
Taree South NSW 2430
Australia","2 Biripi Way, Taree South NSW 2430",Biripi Way Taree New South Wales 2430,Biripi Way,Taree,New South Wales,2430.0,Yalawanyi Gunya,Exploren,-31.9340892,152.4653805,8,7,-1,43,37,-6
1764,"Caves Rd
Mitchell Highway
Wellington NSW 2820
Australia","Caves Road, Mitchell Highway, Wellington NSW 2820",Mitchell Highway New South Wales 2820,Mitchell Highway,,New South Wales,2820.0,Dubbo Regional Council,Smart Charge,-32.6202413,148.9470403,8,6,-2,55,37,-18
1063,"Cnr Swallow & Peppertree Drive, Erskine Park NSW 2759, Australia","Cnr Swallow & Peppertree Drive, Erskine Park NSW 2759",Peppertree Drive Erskine Park New South Wales 2759,Peppertree Drive,Erskine Park,New South Wales,2759.0,,Fast Cities A,-33.8041175,150.7988975,10,8,-2,64,50,-14
1068,"Bp Mortdale, 21 Boundary Rd, Mortdale NSW 2223, Australia","Bp Mortdale, 21 Boundary Road, Mortdale NSW 2223",Boundary Road Oatley New South Wales 2223,Boundary Road,Oatley,New South Wales,2223.0,,BP Australia ,-33.970669,151.073689,9,7,-2,57,41,-16
1767,"Combo St
Goolgowi NSW 2652
Australia","Combo Street, Goolgowi NSW 2652",New South Wales 2652,,,New South Wales,2652.0,Goolgowi Caravan Park,Exploren,-33.9803438,145.7073444,6,4,-2,36,20,-16
1053,"Bp Marsden Park, 851 Richmond Road, Marsden Park NSW 2765, Australia","Bp Marsden Park, 851 Richmond Road, Marsden Park NSW 2765",851 Richmond Road Colebee New South Wales 2761,851 Richmond Road,Colebee,New South Wales,2761.0,,BP Australia ,-33.7195232,150.8449177,11,8,-3,68,46,-22
838,"Corner of Snowy River Avenue and Kalkite St, Jindabyne, 2627","Corner Of Snowy River Avenue And Kalkite Street, Jindabyne NSW 2627",Kalkite Street Jindabyne New South Wales 2627,Kalkite Street,Jindabyne,New South Wales,2627.0,,NRMA,-36.415952,148.6198038,10,7,-3,60,45,-15
1796,"Riverglade Caravan Park
2 Fitzroy St
Tumut NSW 2720
Australia","Riverglade Caravan Park, 2 Fitzroy Street, Tumut NSW 2720",Wetlands Walk Tumut New South Wales 2720,Wetlands Walk,Tumut,New South Wales,2720.0,Riverglade Caravan Park,Elanga,-35.2947005,148.2198133,10,7,-3,61,40,-21
1763,"Cabarita Beach Bowls and Sports Club, Cabarita Beach NSW 2488","Cabarita Beach Bowls And Sports Club, Cabarita Beach NSW 2488",47 Cabarita Road New South Wales 2488,47 Cabarita Road,,New South Wales,2488.0,,NRMA,-28.332159,153.5641479,10,7,-3,61,37,-24
1769,Corner Sturgeon St & Glenelg St Raymond Terrace NSW 2324 Australia,Corner Sturgeon Street & Glenelg Street Raymond Terrace NSW 2324,Glenelg Street Raymond Terrace New South Wales 2324,Glenelg Street,Raymond Terrace,New South Wales,2324.0,,Tesla,-32.7645423,151.7425233,11,8,-3,66,51,-15
1766,"Cnr Cumberland Hwy & Cabramatta Rd W, Cabramatta NSW 2166, Australia","Cnr Cumberland Highway & Cabramatta Road W, Cabramatta NSW 2166",Joseph Street Cabramatta West New South Wales 2166,Joseph Street,Cabramatta West,New South Wales,2166.0,,BP,-33.8993725,150.9191077,11,8,-3,68,50,-18
1282,"Cnr Princes Hwy & Golf Ave
Mollymook NSW 2539
Australia","Cnr Princes Highway & Golf Avenue, Mollymook NSW 2539",Golf Avenue Mollymook New South Wales 2539,Golf Avenue,Mollymook,New South Wales,2539.0,Mollymook Motel,Non-networked,-35.3435245,150.4733591,10,7,-3,55,42,-13
1283,"Cnr Ross Street & Pacific Parade
LENNOX HEAD NSW 2478
Australia","Cnr Ross Street & Pacific Parade, Lennox Head NSW 2478",Pacific Parade Lennox Head New South Wales 2478,Pacific Parade,Lennox Head,New South Wales,2478.0,Reflections Lennox Head,Non-networked,-28.7865684,153.5933939,11,8,-3,63,47,-16
986,"Stoney Creek Road Car Park, 497 Forest Rd, Bexley, 2207, NSW","Stoney Creek Road Car Park, 497 Forest Road, Bexley, 2207 NSW",Stoney Creek Road Bexley New South Wales 2207,Stoney Creek Road,Bexley,New South Wales,2207.0,,Fast Cities A,-33.9493369,151.1163356,11,8,-3,60,45,-15
1082,"Bp Bonnyrigg, CNR COWPASTURE & NTH LIVERPOOL RDS, Bonnyrigg NSW 2177, Australia","Bp Bonnyrigg, Cnr Cowpasture & Nth Liverpool Rds, Bonnyrigg NSW 2177",North Liverpool Road Bonnyrigg Heights New South Wales 2177,North Liverpool Road,Bonnyrigg Heights,New South Wales,2177.0,,BP Australia ,-33.8942808,150.8579509,12,9,-3,79,59,-20
821,"Car park, 51 Evans St (Victoria Park), Inverell, NSW 2360, Australia","Car Park, 51 Evans Street (Victoria Park), Inverell NSW 2360",Wiradjuri Trail Wagga Wagga New South Wales 2650,Wiradjuri Trail,Wagga Wagga,New South Wales,2650.0,,NRMA,-35.1086448,147.3732036,11,8,-3,68,48,-20
886,"Kintore Headframe Car Park, 51 Bromide St, Broken Hill, NSW 2880, Australia","Kintore Headframe Car Park, 51 Bromide Street, Broken Hill NSW 2880",14 Ross Street Wilcannia New South Wales 2836,14 Ross Street,Wilcannia,New South Wales,2836.0,,NRMA,-31.557857,143.3855021,12,8,-4,75,45,-30
946,"Rosevillle Railway Station, Hill Street, Roseville, New South Wales 2069, Australia","Rosevillle Railway Station, Hill Street, Roseville, New South Wales NSW 2069",Hill Street Roseville New South Wales 2069,Hill Street,Roseville,New South Wales,2069.0,,JOLT,-33.782904,151.175213,11,7,-4,83,42,-41
840,"Cronulla Railway Station, Tonkin Street, Cronulla, New South Wales 2230, Australia","Cronulla Railway Station, Tonkin Street, Cronulla, New South Wales NSW 2230",Cronulla Street Cronulla New South Wales 2230,Cronulla Street,Cronulla,New South Wales,2230.0,,JOLT,-34.05771,151.151975,11,7,-4,82,45,-37
920,"Oatley Railway Station, Oatley Pde, Oatley, New South Wales 2223, Australia","Oatley Railway Station, Oatley Parade, Oatley, New South Wales NSW 2223",Oatley Parade Oatley New South Wales 2223,Oatley Parade,Oatley,New South Wales,2223.0,,JOLT,-33.981453,151.079434,11,7,-4,75,41,-34
928,"Penrith Railway Station, Jane St, Penrith, New South Wales 2750, Australia","Penrith Railway Station, Jane Street, Penrith, New South Wales NSW 2750",Jane Street Penrith New South Wales 2750,Jane Street,Penrith,New South Wales,2750.0,,JOLT,-33.750304,150.694089,11,7,-4,74,40,-34
810,"Berowra Railway Station, Pacific Highway, Berowra, New South Wales 2081, Australia","Berowra Railway Station, Pacific Highway, Berowra, New South Wales NSW 2081",Pacific Highway Sydney New South Wales 2081,Pacific Highway,Sydney,New South Wales,2081.0,,JOLT,-33.623906,151.151802,11,7,-4,82,43,-39
967,"University of Wollongong, Northfields Avenue, Wollongong NSW 2522, Australia","University Of Wollongong, Northfields Avenue, Wollongong NSW 2522",Keiraville New South Wales 2500,,Keiraville,New South Wales,2500.0,,Chargefox,-34.4079569,150.877135,9,5,-4,76,31,-45
997,"Charter Hall Lake Macquarie, 46 Wilson Road, Mount Hutton NSW 2290, Australia","Charter Hall Lake Macquarie, 46 Wilson Road, Mount Hutton NSW 2290",Wilsons Road Mount Hutton New South Wales 2290,Wilsons Road,Mount Hutton,New South Wales,2290.0,,BP Australia ,-32.9847608,151.6724345,12,8,-4,77,46,-31
1084,"Bp Potts Hill Truckstop, 155-157 Rockwood Road, Yagoona NSW 2199, Australia","Bp Potts Hill Truckstop, 155-157 Rockwood Road, Yagoona NSW 2199",Rookwood Road Yagoona New South Wales 2199,Rookwood Road,Yagoona,New South Wales,2199.0,,BP Australia ,-33.8933986,151.0389026,11,7,-4,75,42,-33
1061,"University of Wollongong, Northfields Avenue, Wollongong NSW 2522, Australia","University Of Wollongong, Northfields Avenue, Wollongong NSW 2522",Keiraville New South Wales 2500,,Keiraville,New South Wales,2500.0,,University of,-34.4079569,150.877135,9,5,-4,76,31,-45
1060,"Charter Hall Rutherford Marketplace, 1 Hillview St, Rutherford NSW 2320, Australia","Charter Hall Rutherford Marketplace, 1 Hillview Street, Rutherford NSW 2320",West Mall Rutherford New South Wales 2320,West Mall,Rutherford,New South Wales,2320.0,,BP Australia ,-32.7156085,151.5265817,11,7,-4,82,41,-41
1052,"Bp Rozelle, Cnr VIC Rd & Evans St, Rozelle NSW 2039, Australia","Bp Rozelle, Cnr Vic Road & Evans Street, Rozelle NSW 2039",Victoria Road Rozelle New South Wales 2039,Victoria Road,Rozelle,New South Wales,2039.0,,BP Australia ,-33.8653,151.1716,12,7,-5,62,42,-20
1008,"Bp Young, Cnr Zouch and Edward Streets, Young NSW 2594, Australia","Bp Young, Cnr Zouch And Edward Streets, Young NSW 2594",A41 Young New South Wales 2594,A41,Young,New South Wales,2594.0,,BP Australia ,-34.3134008,148.2979356,11,6,-5,65,30,-35
1045,"Bp Kennedy Drive, CNR KENNEDY DVE & DUCAT ST, Tweed Heads NSW 2485, Australia","Bp Kennedy Drive, Cnr Kennedy Dve & Ducat Street, Tweed Heads NSW 2485",Kennedy Drive Tweed Heads New South Wales 2485,Kennedy Drive,Tweed Heads,New South Wales,2485.0,,BP Australia ,-28.1859,153.5259866,14,8,-6,77,46,-31
1080,"Charter Hall Carnes Hill Marketplace, Corner Cowpasture & Kurrajong Roads, Horningsea Park NSW 2171, Australia","Charter Hall Carnes Hill Marketplace, Corner Cowpasture & Kurrajong Roads, Horningsea Park NSW 2171",Kurrajong Road Carnes Hill New South Wales 2171,Kurrajong Road,Carnes Hill,New South Wales,2171.0,,BP Australia ,-33.9360579,150.8450408,15,8,-7,110,47,-63
1770,Council Car Park Lot 4 / DP251076 between 46 Lowe Street Queanbeyan NSW 2620,"Council Car Park Lot 4 / Dp251076 Between 46 Lowe Street Queanbeyan, NSW 2620",Lowe Street Queanbeyan New South Wales 2620,Lowe Street,Queanbeyan,New South Wales,2620.0,,NRMA,-35.3549827,149.2329145,14,7,-7,76,43,-33
1775,"Early Start Discovery Space (Building 21) University of Wollongong
Northfields Ave
Wollongong NSW 2522
Australia","Early Start Discovery Space (Building 21) University Of Wollongong, Northfields Avenue, Wollongong NSW 2522",Keiraville New South Wales 2500,,Keiraville,New South Wales,2500.0,Early Start Discovery Space,Chargefox,-34.4079569,150.877135,15,5,-10,112,31,-81
