tfnsw_unique_id,source_index,Station_name,Station_address,Operator,PCODE,matched_source,coordinate_supported_source,matched_external_addresses,minimum_match_distance_m,augmentation_attribute_count,source_match_method_summary,web_query,web_evidence_url,web_search_found,web_page_opened,web_evidence_confidence,web_evidence_confidence_reason,match_identity_decision,web_evidence_excerpt
TFNSW-0399,397,,"2-8 Turramurra Avenue, Sydney NSW 2074",Evie Networks,2074.0,Charge@Large,Charge@Large,"Charge@Large:5 Ray St, Turramurra, NSW 2074",313.0083609082256,4,Charge@Large:coordinate_500m,"""2-8 Turramurra Avenue, Sydney NSW 2074"" EV charger",https://www.nsw.gov.au/sites/default/files/2024-12/historic-vehicle-clubs-list_0.pdf,True,False,low,"Generic, unrelated, or weak address/charging evidence.",web evidence only; same-station identity not automatically proven,"[search] Transport for NSW  Recognised  Clubs of NSW as at 20-12-2024 (https://www.nsw.gov.au/sites/default/files/2024-12/historic-vehicle-clubs-list_0.pdf)
citeturn345search12 [wordlim: 200] Published: 1.7 years ago; |  | GPO Box 794  | SYDNEY  | NSW  | 2001  | Graeme Glover  | 9997 5967  | NO  | ... Historic Classic and Muscle Car Association Incorporated  | INC2201158  | 7 Hamilton Avenue  | EARLWOOD  | NSW  | 2206  | Donato Rulli  | 0411 854 321  | YES  | historic.cmca@gmail.com ... Historic Sports & Racing Car Association of NSW  |  | PO Box 5063  | SOUTH TURRAMURRA  | NSW  | 2074  | Patrick Quinn  | 0417 673 065  | YES  | p.cquinn@outlook.com ... Honda Sports Car Club of Australia Incorporated  | INC1300873  | PO Box 557  | JANNALI  | NSW  | 2232  | Iain Riley  | 0418 860 885  | YES  | iain.riley@yahoo.com
Historic Motor Vehicle Club Inc  | INC1900032  | 118 Glenbrook Rd  | GLENBROOK  | NSW  | 2773  | Bede Norton  | historicmotorvehicleclub@gmail.co
m  | YES  | historicmotorvehicleclub@gmail.com
Historic Motorcycles Dubbo Inc  |  | PO Box 4339  | DUBBO  | NSW  | 2830  | Noel Bensley  | 6882 2711  | YES  | 
Historic Muscle Cars Australia Inc  |  | PO Box 8085  | ORANGE  | NSW  | 280
[opened page] Internal Error ()
citeturn346view0 [wordlim: 200] Source: open({""ref_id"":""https://www.nsw.gov.au/sites/default/files/2024-12/historic-vehicle-clubs-list_0.pdf"",""lineno"":null}); Total lines: 1
L0: URL https://www.nsw.gov.au/sites/default/files/2024-12/historic-vehicle-clubs-list_0.pdf is not safe to open (non-retryable error)"
TFNSW-0422,420,,"3 Corkhill Place, Bega NSW 2550",Chargefox,2550.0,OSM,OSM,,54.91999564224437,4,OSM:coordinate_500m,"""3 Corkhill Place, Bega NSW 2550"" EV charger",https://ev-charging-stations.com.au/chargers/chargefox-3-corkhill-place-bega-nsw-2550,True,True,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,"[search] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/chargefox-3-corkhill-place-bega-nsw-2550)
citeturn347search0 [wordlim: 200] Crawled: 2 months ago; 3 Corkhill Place, Bega, NSW, 2550

ChargeFox

# Chargefox Charging Station

3 Corkhill Place, Bega, NSW, 2550

Plan Journey Get Directions

Available now

—

Connectors

1

1 type

Max speed

42 kW


## Connectors at this station

Type, max power and live availability

1 type

CCS 2

CCS

42 kW 1 port Fast AC

## Station info

Access, parking & amenities

Hours · Today

24 / 7

Google rating

3.8 ★ (8)

Visit website Updated 1942h ago


## Map & location

3 Corkhill Place, Bega, NSW, 2550

Get directions in Google Maps

Image: ChargeFox logo

ChargeFox

Chargefox Charging Station

3.8(8 reviews)Google

Navigate here Plan Journey

Save Maps

## Is this information accurate?--------------------------------------------------------------------------------
EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/bega)
citeturn347search1 [wordlim: 200] Crawled: 2 months ago; # EV charging in Bega, NSW ... 3 Corkhill Place, Bega, NSW, 2550

Search Results

# EV charging in Bega, NSW

19 stati
[opened page] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/chargefox-3-corkhill-place-bega-nsw-2550)
citeturn348view0 [wordlim: 200] Crawled: 4 months ago; Content type: text/html; Source: open({""ref_id"":""https://ev-charging-stations.com.au/chargers/chargefox-3-corkhill-place-bega-nsw-2550"",""lineno"":null}); Total lines: 126
L0: cite22†Image: EV Charging Stations L1: 
L2: cite0†Find Stations cite1†Journey Planner cite2†Guides cite3†About cite4†Contact L3: 
L4: cite5†Near Me cite6† Sign in  L5: 
L6: ChargeFox
L7: 
L8: # Chargefox Charging Station
L9: 
L10: 3 Corkhill Place, Bega, NSW, 2550
L11: 
L12: cite1† Plan Journey  cite7† Get Directions †www.google.com L13: 
L14: Available now
L15: 
L16: —
L17: 
L18: Connectors
L19: 
L20: 1
L21: 
L22: 1 type
L23: 
L24: Max speed
L25: 
L26: 42 kW
L27: 
L28: Fast AC
L29: 
L30: Reliability
L31: 
L32: —
L33: 
L34: Is this information accurate?
L35: 
L36: Looks correct | Report issue
L37: 
L38: Thanks for your feedback!
L39: ## Connectors at this station
L40: 
L41: Type, max power and live availability
L42: 
L43: 1 type
L44: 
L45: CCS 2
L46: 
L47: CCS
L48: 
L49: 42 kW 1 port Fast AC
L50: 
L51: ## Stati"
TFNSW-0424,422,,"3 George Street, North Strathfield NSW 2137",Evie Networks,2137.0,OSM,OSM,,9.923943142472616,5,OSM:coordinate_500m,"""3 George Street, North Strathfield NSW 2137"" EV charger",https://www.property.com.au/nsw/north-strathfield-2137/george-st/3-pid-9035702/,True,False,low,"Generic, unrelated, or weak address/charging evidence.",web evidence only; same-station identity not automatically proven,"[search] 3 George Street, North Strathfield NSW 2137 - property.com.au (https://www.property.com.au/nsw/north-strathfield-2137/george-st/3-pid-9035702/)
citeturn349search0 [wordlim: 200] Crawled: 2 months ago; # 3 George Street North Strathfield, NSW 2137

# 3 George Street North Strathfield, NSW 2137

House

-

-

-

3.11 ha

2.32 ha

Edit

This is my home

Suburb profile

## About the property

3 George Street is a house in North Strathfield. It sits on a 3.11 ha lot. It is located within Canada Bay council, with no bushfire, flood, or heritage overlays detected. It is within the catchment of Strathfield North Public School, Homebush Boys High School, and 2 other schools. It has reliable NBN Fibre to the Curb and 5G mobile coverage.

Image: PropTrack logo

## Property boundary

Explore the location and property boundary, including the measurements of fence lines and building area

Map type switcher

[Input]Default

[Input]Satellite

See on Google Map

Measurements are estimates only. Data provided under licence from © Geoscape Australia 2022. Copyright and Disclaimer Notice.

## Property features

The property details of 3 George St, North Strathfield can help you make the decision if 
[opened page] Internal Error ()
citeturn350view0 [wordlim: 200] Source: open({""ref_id"":""https://www.property.com.au/nsw/north-strathfield-2137/george-st/3-pid-9035702/"",""lineno"":null}); Total lines: 1
L0: Failed to fetch https://www.property.com.au/nsw/north-strathfield-2137/george-st/3-pid-9035702/: (429) Too Many Requests"
TFNSW-0433,431,,"30 Dowling Street, Sydney NSW 2096",JOLT,2096.0,OSM,OSM,,2.0504349365488177,6,OSM:coordinate_500m,"""30 Dowling Street, Sydney NSW 2096"" EV charger",https://ev-charging-stations.com.au/chargers/nsw/brookvale,True,True,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,"[search] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/brookvale)
citeturn351search0 [wordlim: 200] Crawled: last week; # EV charging in Brookvale, NSW ... 30 Dowling Street, Sydney, NSW, 2096 ... ## Tesla Supercharger

Search Results

# EV charging in Brookvale, NSW

949 stations found Live availability Showing 1–10 of 949

[Input: Brookvale, NSW]

Sort

[Button: Nearest][Button: Fastest charger][Button: Most connectors]

All DC Fast · 50+ kW Ultra-fast · 150+ kW Available now

EVUp

## EVUp

2 Cross Street, Sydney, NSW, 2100

0.30 km

Type 2 22 kW

DirectionsView details

JOLT

## Jolt Charging Station

87 Winbourne Road, Sydney, NSW, 2100

0.40 km

CCS 25 kW CHAdeMO 25 kW

DirectionsView details

Tesla

## Tesla Destination

145 Old Pittwater Road, Sydney, NSW, 2100

0.57 km

Type 2 22 kW

DirectionsView details

Sponsored

Ad

ChargeFox

## Chargefox Charging Station

9-13 Winbourne Rd, Sydney, NSW, 2100

0.64 km

Type 2 22 kW

DirectionsView details

EVX

## EVX Charging Station

Campbell Pde, Sydney, NSW, 2093

1.77 km

Type 2 22 kW

DirectionsView details

Exploren

## Exploren Charging Station

118 Allambie Road, Sydney, NSW, 2100

1.78 km

Type 2 
[opened page] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/brookvale)
citeturn352view0 [wordlim: 200] Crawled: last week; Content type: text/html; Source: open({""ref_id"":""https://ev-charging-stations.com.au/chargers/nsw/brookvale"",""lineno"":null}); Total lines: 178
L0: cite0†iframe†www.googletagmanager.com L1: 
L2: Search Results
L3: 
L4: # EV charging in Brookvale, NSW
L5: 
L6: 949 stations found Live availability Showing 1–10 of 949
L7: 
L8: [Input: Brookvale, NSW]
L9: 
L10: Sort
L11: 
L12: [Button: Nearest][Button: Fastest charger][Button: Most connectors]
L13: 
L14: All DC Fast · 50+ kW Ultra-fast · 150+ kW Available now
L15: 
L16: EVUp
L17: 
L18: ## EVUp
L19: 
L20: 2 Cross Street, Sydney, NSW, 2100
L21: 
L22: 0.30 km
L23: 
L24: Type 2 22 kW
L25: 
L26: cite1†Directions†www.google.com cite2†View details L27: 
L28: JOLT
L29: ## Jolt Charging Station
L30: 
L31: 87 Winbourne Road, Sydney, NSW, 2100
L32: 
L33: 0.40 km
L34: 
L35: CCS 25 kW CHAdeMO 25 kW
L36: 
L37: cite3†Directions†www.google.com cite4†View details L38: 
L39: Tesla
L40: 
L41: ## Tesla Destination
L42: 
L43: 145 Old Pittwater Road, Sydney, NSW, 2100
L44: 
L45: 0.57 km
L46: 
L47: Type"
TFNSW-0439,437,,"30-36 Sharp Street, Cooma NSW 2630",Tesla,2630.0,OSM,OSM,,5.525968922291167,5,OSM:coordinate_500m,"""30-36 Sharp Street, Cooma NSW 2630"" EV charger",https://ev-charging-stations.com.au/chargers/tesla-30-36-sharp-street-cooma-nsw-2630,True,True,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,"[search] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/tesla-30-36-sharp-street-cooma-nsw-2630)
citeturn353search0 [wordlim: 200] Crawled: today; 30-36 Sharp Street, Cooma, NSW, 2630 ... 30-36 Sharp Street, Cooma, NSW, 2630

Tesla

# Tesla Supercharger

30-36 Sharp Street, Cooma, NSW, 2630

Available now

—

Connectors

10

1 type

Max speed

300 kW

Ultra-fast DC

Reliability

—

## Connectors at this station

Type, max power and live availability

1 type

CCS 2

CCS

300 kW 10 ports Ultra-fast DC

## Station info

Access, parking & amenities

Hours · Today

24 / 7

Google rating

4.4 ★ (11)

Food nearby

KFC Cooma

Visit website Updated 3425h ago

## Map & location

30-36 Sharp Street, Cooma, NSW, 2630

Get directions in Google Maps

Image: Tesla logo

Tesla

Tesla Supercharger

Cooma, NSW

4.4(11 reviews)Google

## Is this information accurate?

Help us keep this listing up to date

Looks correct Report an issue

Do you manage this charger?

Claim to keep details accurate and respond to feedback

Sign in to claim--------------------------------------------------------------------------------
EV Charging Stations Finder (https://ev-charging-stations.com.au/c
[opened page] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/tesla-30-36-sharp-street-cooma-nsw-2630)
citeturn354view0 [wordlim: 200] Crawled: 2 weeks ago; Content type: text/html; Source: open({""ref_id"":""https://ev-charging-stations.com.au/chargers/tesla-30-36-sharp-street-cooma-nsw-2630"",""lineno"":null}); Total lines: 128
L0: cite0†iframe†www.googletagmanager.com L1: 
L2: Tesla
L3: 
L4: # Tesla Supercharger
L5: 
L6: 30-36 Sharp Street, Cooma, NSW, 2630
L7: 
L8: cite1†Plan Journey cite2†Get Directions†www.google.com L9: 
L10: Available now
L11: 
L12: —
L13: 
L14: Connectors
L15: 
L16: 10
L17: 
L18: 1 type
L19: 
L20: Max speed
L21: 
L22: 300 kW
L23: 
L24: Ultra-fast DC
L25: 
L26: Reliability
L27: 
L28: —
L29: 
L30: Is this information accurate?
L31: 
L32: Looks correct | Report issue
L33: 
L34: Thanks for your feedback!
L35: 
L36: ## Connectors at this station
L37: 
L38: Type, max power and live availability
L39: 
L40: 1 type
L41: 
L42: CCS 2
L43: 
L44: CCS
L45: 
L46: 300 kW 10 ports Ultra-fast DC
L47: ## Station info
L48: 
L49: Access, parking & amenities
L50: 
L51: Hours · Today
L52: 
L53: 24 / 7
L54: 
L55: Google rating
L56: 
L57: 4.4 ★ (11)
L58: 
L59: Fo"
TFNSW-0441,439,,"30A Richland Street, Sydney NSW 2208",Exploren,2208.0,Charge@Large,Charge@Large,"Charge@Large:30A Richland St, Kingsgrove, NSW 2208",0.042495025850403,4,Charge@Large:coordinate_and_fuzzy_address,"""30A Richland Street, Sydney NSW 2208"" EV charger",https://ev-charging-stations.com.au/chargers/nsw/kingsgrove,True,True,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,"[search] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/kingsgrove)
citeturn355search0 [wordlim: 200] Crawled: 2 months ago; # EV charging in Kingsgrove, NSW ... 30A Richland Street, Sydney, NSW, 2208

Search Results

# EV charging in Kingsgrove, NSW

950 stations found Live availability Showing 1–10 of 950

[Input: Kingsgrove, NSW]

Sort

[Button: Nearest][Button: Fastest charger][Button: Most connectors]

All DC Fast · 50+ kW Ultra-fast · 150+ kW Available now

Exploren

## Exploren Charging Station

30A Richland Street, Sydney, NSW, 2208

0.31 km

CCS 120 kW

DirectionsView details

EVERTY

## EVERTY Charging Station

Oliver St, Sydney, NSW, 2207

1.00 km

Type 2 22 kW

DirectionsView details

JOLT

## Jolt Charging Station

141 Morgan Street, Sydney, NSW, 2209

2.10 km

CHAdeMO 25 kW CCS 25 kW

DirectionsView details

Sponsored

Ad

Exploren

## Exploren Charging Station

26-62 Bridge Road, Sydney, NSW, 2192

2.41 km

Type 2 22 kW

DirectionsView details

Exploren

## Exploren Charging Station

21 Roseland Avenue, Sydney, NSW, 2196

2.61 km

Type 2 22 kW

DirectionsView details

JOLT

## JOLT Charging Station

44 Broad Arrow Road, Sydney, NSW, 2209

2.8
[opened page] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/kingsgrove)
citeturn356view0 [wordlim: 200] Crawled: last week; Content type: text/html; Source: open({""ref_id"":""https://ev-charging-stations.com.au/chargers/nsw/kingsgrove"",""lineno"":null}); Total lines: 178
L0: cite0†iframe†www.googletagmanager.com L1: 
L2: Search Results
L3: 
L4: # EV charging in Kingsgrove, NSW
L5: 
L6: 960 stations found Live availability Showing 1–10 of 960
L7: 
L8: [Input: Kingsgrove, NSW]
L9: 
L10: Sort
L11: 
L12: [Button: Nearest][Button: Fastest charger][Button: Most connectors]
L13: 
L14: All DC Fast · 50+ kW Ultra-fast · 150+ kW Available now
L15: 
L16: Exploren
L17: 
L18: ## Exploren Charging Station
L19: 
L20: 30A Richland Street, Sydney, NSW, 2208
L21: 
L22: 0.31 km
L23: 
L24: CCS 120 kW
L25: 
L26: cite1†Directions†www.google.com cite2†View details L27: 
L28: EVERTY
L29: ## EVERTY Charging Station
L30: 
L31: Oliver St, Sydney, NSW, 2207
L32: 
L33: 1.00 km
L34: 
L35: Type 2 22 kW
L36: 
L37: cite3†Directions†www.google.com cite4†View details L38: 
L39: JOLT
L40: 
L41: ## Jolt Charging Station
L42: 
L43: 141 Morgan Street, Sydney, NSW, 2209
L44: 
L45: 2.10 km"
TFNSW-0496,494,,"368 Anzac Parade, Sydney NSW 2032",BP,2032.0,OSM,OSM,,9.038161266958763,5,OSM:coordinate_500m,"""368 Anzac Parade, Sydney NSW 2032"" EV charger",https://ev-charging-stations.com.au/chargers/nsw/daceyville,True,False,medium,"Charging evidence exists, but address/page confirmation is incomplete.",web evidence only; same-station identity not automatically proven,"[search] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/daceyville)
citeturn357search0 [wordlim: 200] Crawled: 3 months ago; # EV charging in Daceyville, NSW ... 594-596 Anzac Parade, Sydney, NSW, 2032 ... 368 Anzac Parade, Sydney, NSW, 2032
--------------------------------------------------------------------------------
Providers & Service in Egypt | Cartea (https://egypt.icartea.com/en/car-service/keys)
citeturn357search1 [wordlim: 200] Crawled: 2 months ago; EVX Charging Station ... Tesla Destination Charger ... Alexandria,368 Anzac Parade, Kingsford NSW 2032, Australia ... Alexandria,2 Cathedral St, Sydney NSW 2000, Australia
--------------------------------------------------------------------------------
Providers & Service in Egypt | Cartea (https://egypt.icartea.com/en/car-service/mobil-1-center-hurghada)
citeturn357search2 [wordlim: 200] Crawled: 3 months ago; EVX Charging Station ... Tesla Destination Charger ... Alexandria,368 Anzac Parade, Kingsford NSW 2032, Australia ... Alexandria,2 Cathedral St, Sydney NSW 2000, Australia
--------------------------------------------------------------------------------
وكلاء وخدمة لسيارة في, مصر| كارتي (
[opened page] Internal Error ()
citeturn358view0 [wordlim: 200] Source: open({""ref_id"":""https://ev-charging-stations.com.au/chargers/nsw/daceyville"",""lineno"":null}); Total lines: 1
L0: Failed to fetch https://ev-charging-stations.com.au/chargers/nsw/daceyville: Cache miss"
TFNSW-0501,499,,"375-383 Windsor Road, Sydney NSW 2153",Tesla,2153.0,OSM,OSM,,59.70843832903251,6,OSM:coordinate_500m,"""375-383 Windsor Road, Sydney NSW 2153"" EV charger",https://ev-charging-stations.com.au/chargers/tesla-375-383-windsor-road-sydney-nsw-2153,True,True,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,"[search] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/tesla-375-383-windsor-road-sydney-nsw-2153)
citeturn359search0 [wordlim: 200] Crawled: 4 months ago; 375-383 Windsor Road, Sydney, NSW, 2153 ... 375-383 Windsor Road, Sydney, NSW, 2153
--------------------------------------------------------------------------------
EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/tesla-375-383-windsor-road-sydney-nsw-2153-rdhizroyhsykax1ob3nhow)
citeturn359search1 [wordlim: 200] Crawled: 3 months ago; 375-383 Windsor Road, Sydney, NSW, 2153 ... 375-383 Windsor Road, Sydney, NSW, 2153
--------------------------------------------------------------------------------
EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/baulkham-hills)
citeturn359search2 [wordlim: 200] Crawled: 2 weeks ago; 375-383 Windsor Road, Sydney, NSW, 2153 ... 375-383 Windsor Road, Sydney, NSW, 2153
--------------------------------------------------------------------------------
EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/norwest)
citeturn359search3 [wordlim: 200] Crawled: 4 days ago; 375-383 Windsor Road, Sydney
[opened page] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/tesla-375-383-windsor-road-sydney-nsw-2153)
citeturn360view0 [wordlim: 200] Crawled: 2 weeks ago; Content type: text/html; Source: open({""ref_id"":""https://ev-charging-stations.com.au/chargers/tesla-375-383-windsor-road-sydney-nsw-2153"",""lineno"":null}); Total lines: 137
L0: cite0†iframe†www.googletagmanager.com L1: 
L2: Tesla
L3: 
L4: # Tesla
L5: 
L6: 375-383 Windsor Road, Sydney, NSW, 2153
L7: 
L8: cite1†Plan Journey cite2†Get Directions†www.google.com L9: 
L10: Available now
L11: 
L12: —
L13: 
L14: Connectors
L15: 
L16: 5
L17: 
L18: 2 types
L19: 
L20: Max speed
L21: 
L22: 250 kW
L23: 
L24: Ultra-fast DC
L25: 
L26: Reliability
L27: 
L28: —
L29: 
L30: Is this information accurate?
L31: 
L32: Looks correct | Report issue
L33: 
L34: Thanks for your feedback!
L35: 
L36: ## Connectors at this station
L37: 
L38: Type, max power and live availability
L39: 
L40: 2 types
L41: 
L42: CCS 2
L43: 
L44: CCS
L45: 
L46: 250 kW 4 ports Ultra-fast DC
L47: 
L48: TYPE 2
L49: 
L50: Type 2
L51: 
L52: 22 kW 1 port Fast AC
L53: ## Station info
L54: 
L55: Access, parking & amenities
L56: 
L57: Hours · Today
L58: 
L59: 24"
TFNSW-0512,510,,"3A Cowell Street, Sydney NSW 2111",Evie Networks,2111.0,OSM,OSM,,20.06767229245546,5,OSM:coordinate_500m,"""3A Cowell Street, Sydney NSW 2111"" EV charger",https://ev-charging-stations.com.au/chargers/nsw/breakfast-point,True,True,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,"[search] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/breakfast-point)
citeturn361search0 [wordlim: 200] Crawled: last month; # EV charging in Breakfast Point, NSW ... 3A Cowell Street, Sydney, NSW, 2111 ... ## Tesla Destination Charger

Search Results

# EV charging in Breakfast Point, NSW

965 stations found Live availability Showing 1–10 of 965

[Input: Breakfast Point, NSW]

Sort

[Button: Nearest][Button: Fastest charger][Button: Most connectors]

All DC Fast · 50+ kW Ultra-fast · 150+ kW Available now

ChargeFox

## Chargefox Charging Station

143 Sims Street, Esperance, WA, 6450

0.00 km

Type 2 22 kW

DirectionsView details

Evie

## Evie Charging Station

26 Bent Street, Sydney, NSW, 2137

1.42 km

CCS 75 kW

DirectionsView details

Evie

## Evie Charging Station

3A Cowell Street, Sydney, NSW, 2111

1.85 km

CCS 75 kW

DirectionsView details

Sponsored

Ad

EVX

## EVX

286 Morrison Rd, Sydney, NSW, 2112

2.66 km

Type 2 22 kW

DirectionsView details

Exploren

## Exploren

461 Victoria Road, Sydney, NSW, 2111

2.68 km

CCS 120 kW

DirectionsView details

EVERTY

## Everty Charging Station

186 Great North Road, Sydney, NSW, 2046

2.72 km

Type 
[opened page] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/breakfast-point)
citeturn362view0 [wordlim: 200] Crawled: 2 months ago; Content type: text/html; Source: open({""ref_id"":""https://ev-charging-stations.com.au/chargers/nsw/breakfast-point"",""lineno"":null}); Total lines: 180
L0: cite41†Image: EV Charging Stations L1: 
L2: cite0†Find Stations cite1†Journey Planner cite2†Guides cite3†About cite4†Contact L3: 
L4: cite5†Near Me cite6† Sign in  L5: 
L6: Search Results
L7: 
L8: #  EV charging in Breakfast Point, NSW
L9: 
L10: 955 stations found  Live availability  Showing 1–10 of 955
L11: 
L12: Sort
L13: 
L14: Nearest Fastest charger Most connectors
L15: 
L16: All DC Fast · 50+ kW Ultra-fast · 150+ kW Available now
L17: 
L18: ChargeFox
L19: ## Chargefox Charging Station
L20: 
L21: 143 Sims Street, Esperance, WA, 6450
L22: 
L23: 0.00 km
L24: 
L25: Type 2 22 kW
L26: 
L27: cite7†Directions†www.google.com cite8†View details  L28: 
L29: Evie
L30: 
L31: ## Evie Charging Station
L32: 
L33: 26 Bent Street, Sydney, NSW, 2137
L34: 
L35: 1.42 km
L36: 
L37: CCS 75 kW
L38: 
L39: cite9†Directions†www.google.com cite10†View details  L40: 
L4"
TFNSW-0531,529,,"405 Pacific Highway, Sydney NSW 2064",Chargefox,2064.0,Charge@Large,Charge@Large,"Charge@Large:43 Hotham Parade, Artarmon, NSW 2064",291.5537267753507,4,Charge@Large:coordinate_500m,"""405 Pacific Highway, Sydney NSW 2064"" EV charger",https://www.plugroo.com.au/nsw/cammeray,True,False,medium,"Charging evidence exists, but address/page confirmation is incomplete.",web evidence only; same-station identity not automatically proven,"[search] EV Charging Stations Cammeray – Find Chargers Near You | Plugroo (https://www.plugroo.com.au/nsw/cammeray)
citeturn363search0 [wordlim: 200] Crawled: 3 weeks ago;   * Hume Street Car Park, Sydney NSW 2065 Type 22×22 kW View station details ...   * 405 Pacific Highway, Artarmon NSW 2064 CCS 21×50 kW CHAdeMO1×50 kW View station details ... Plugroo helps Cammeray EV drivers avoid stale charger directories by combining operator data with verified community reports, so station status, access rules and pricing are easier to check before you arrive.
  * 405 Pacific Highway, Artarmon NSW 2064 CCS 21×50 kW CHAdeMO1×50 kW View station details
  * Bradleys Head Road, Mosman NSW 2088 Type 21×22 kW View station details
  * 15A Herbert St, Naremburn NSW 2065 Type 28×22 kW View station details

## How to find EV charging stations in Cammeray with Plugroo

Cammeray is an ABS Suburb and Locality covering approximately 1.57 km² with a 2021 Census population of 7,088.

Open the map above to see every EV charging station in Cammeray in real time. Filter by charger speed, plug type, network, price, free charging and 24/7 access.

The 2021 Census profile for Cammeray reports a median age of 40, an av
[opened page] Internal Error ()
citeturn364view0 [wordlim: 200] Source: open({""ref_id"":""https://www.plugroo.com.au/nsw/cammeray"",""lineno"":null}); Total lines: 1
L0: Failed to fetch https://www.plugroo.com.au/nsw/cammeray: Cache miss"
TFNSW-0533,531,,"41 Bruxner Highway, Ballina NSW 2478",BP,2478.0,OSM,OSM,,5.130639521524168,5,OSM:coordinate_500m,"""41 Bruxner Highway, Ballina NSW 2478"" EV charger",https://ev-charging-stations.com.au/chargers/bp-pulse-41-bruxner-highway-ballina-nsw-2478,True,True,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,"[search] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/bp-pulse-41-bruxner-highway-ballina-nsw-2478)
citeturn365search0 [wordlim: 200] Crawled: 3 days ago; 41 Bruxner Highway, Ballina, NSW, 2478

bp pulse

# bp pulse Charging Station

41 Bruxner Highway, Ballina, NSW, 2478

Available now

—

Connectors

2

1 type

Max speed

—

Reliability

—

Is this information accurate?

Looks correct | Report issue

## Connectors at this station

Type, max power and live availability

1 type

CCS 2

CCS

2 ports

## Station info

Access, parking & amenities

Hours · Today

24 / 7

Google rating

2.7 ★ (36)

Food nearby

McDonald's Ballina Travel Centre

Visit website Updated 3335h ago

## Map & location

41 Bruxner Highway, Ballina, NSW, 2478

Get directions in Google Maps

Image: bp pulse logo

bp pulse

bp pulse Charging Station

Ballina, NSW

2.7(36 reviews)Google

Navigate here Plan Journey

Save Maps--------------------------------------------------------------------------------
EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/nsw/west-ballina)
citeturn365search1 [wordlim: 200] Crawled: last month; # EV charging in West Ballina, NSW ... 41 
[opened page] EV Charging Stations Finder (https://ev-charging-stations.com.au/chargers/bp-pulse-41-bruxner-highway-ballina-nsw-2478)
citeturn366view0 [wordlim: 200] Crawled: 2 months ago; Content type: text/html; Source: open({""ref_id"":""https://ev-charging-stations.com.au/chargers/bp-pulse-41-bruxner-highway-ballina-nsw-2478"",""lineno"":null}); Total lines: 129
L0: cite22†Image: EV Charging Stations L1: 
L2: cite0†Find Stations cite1†Journey Planner cite2†Guides cite3†About cite4†Contact L3: 
L4: cite5†Near Me cite6† Sign in  L5: 
L6: bp pulse
L7: 
L8: # bp pulse Charging Station
L9: 
L10: 41 Bruxner Highway, Ballina, NSW, 2478
L11: 
L12: cite1† Plan Journey  cite7† Get Directions †www.google.com L13: 
L14: Available now
L15: 
L16: —
L17: 
L18: Connectors
L19: 
L20: 2
L21: 
L22: 1 type
L23: 
L24: Max speed
L25: 
L26: —
L27: 
L28: Reliability
L29: 
L30: —
L31: 
L32: Is this information accurate?
L33: 
L34: Looks correct | Report issue
L35: 
L36: Thanks for your feedback!
L37: ## Connectors at this station
L38: 
L39: Type, max power and live availability
L40: 
L41: 1 type
L42: 
L43: CCS 2
L44: 
L45: CCS
L46: 
L47: 2 ports
L48: 
L49: ## Station info
L50: 
L51: Access"
